           IM.1            DS1            DS2          E(DS)
           0.01     1.2001e-48    2.08558e-60     1.2001e-48
       0.025101    7.01217e-33    6.86046e-41    7.01217e-33
       0.040202     2.6849e-25     2.6458e-31    2.68491e-25
       0.055303    3.03656e-20    7.80746e-25    3.03664e-20
       0.070404    1.68954e-16    5.04121e-20    1.69004e-16
      0.0855051    1.32155e-13    2.52582e-16    1.32407e-13
       0.100606    2.27832e-11    1.71728e-13    2.29549e-11
       0.115707    2.27316e-10    2.61827e-12    2.29935e-10
       0.130808    1.56103e-09    2.57534e-11    1.58678e-09
       0.145909    8.07203e-09    1.81593e-10    8.25362e-09
        0.16101    3.34384e-08    9.86487e-10    3.44249e-08
       0.176111     1.1601e-07     4.3472e-09    1.20357e-07
       0.191212    3.48208e-07    1.61503e-08    3.64359e-07
       0.206313    3.58481e-06    2.92332e-07    3.87715e-06
       0.221414    8.68558e-05    1.53895e-05    0.000102245
       0.236515    0.000772023     0.00022364    0.000995663
       0.251616     0.00354863     0.00141638       0.004965
       0.266717      0.0105245     0.00521109      0.0157356
       0.281818      0.0232202      0.0133514      0.0365715
       0.296919      0.0418054      0.0267499      0.0685553
        0.31202      0.0570096      0.0381502      0.0951597
       0.327121      0.0717522      0.0494858       0.121238
       0.342222      0.0876151      0.0620504       0.149665
       0.357323        0.10433       0.075651       0.179981
       0.372424       0.121666      0.0901313       0.211797
       0.387525       0.139396       0.105177       0.244573
       0.402626       0.156275       0.119627       0.275901
       0.417727       0.168203        0.12899       0.297193
       0.432828       0.180169       0.138375       0.318544
       0.447929       0.192187       0.147793       0.339979
        0.46303       0.204275       0.157253       0.361528
       0.478131       0.216453       0.166547          0.383
       0.493232       0.228743       0.176116       0.404859
       0.508333       0.239054       0.185248       0.424302
       0.523434       0.247581       0.193453       0.441034
       0.538535       0.255967       0.201584       0.457551
       0.553636       0.264208       0.209544       0.473751
       0.568737       0.272296       0.217494        0.48979
       0.583838       0.280229       0.225342       0.505572
       0.598939       0.288004       0.233174       0.521178
        0.61404       0.286463       0.230705       0.517168
       0.629141       0.284156       0.227477       0.511633
       0.644242       0.281775       0.224153       0.505928
       0.659343       0.279319        0.22073       0.500049
       0.674444       0.276784       0.217302       0.494086
       0.689545       0.274169       0.213675       0.487843
       0.704646       0.275634       0.213803       0.489437
       0.719747       0.286494       0.222644       0.509138
       0.734848       0.297448       0.231583       0.529031
       0.749949       0.308499       0.240626       0.549125
       0.765051       0.319653       0.249777        0.56943
       0.780152       0.330914       0.259045       0.589959
       0.795253       0.342287       0.268434       0.610722
       0.810354       0.338657       0.264506       0.603162
       0.825455        0.32797       0.254363       0.582334
       0.840556       0.317123       0.244151       0.561274
       0.855657       0.306124        0.23388       0.540005
       0.870758       0.294984       0.223568       0.518551
       0.885859       0.283713       0.213228       0.496941
        0.90096       0.273137       0.203551       0.476688
       0.916061       0.274446       0.203782       0.478228
       0.931162       0.275775       0.204007       0.479782
       0.946263       0.277126       0.204228       0.481354
       0.961364       0.278497       0.204445       0.482942
       0.976465       0.279921       0.204659        0.48458
       0.991566       0.281345       0.204871       0.486216
        1.00667        0.27379       0.197684       0.471474
        1.02177       0.254691       0.180624       0.435315
        1.03687       0.235456       0.163936       0.399392
        1.05197       0.216178       0.147021       0.363199
        1.06707        0.19695       0.131576       0.328526
        1.08217       0.177912       0.116125       0.294037
        1.09727       0.159161        0.10131       0.260471
        1.11237       0.152731      0.0952413       0.247972
        1.12747       0.148921      0.0910007       0.239922
        1.14258       0.145105      0.0867597       0.231864
        1.15768       0.141246      0.0825364       0.223783
        1.17278       0.137385      0.0783403       0.215725
        1.18788        0.13353       0.074202       0.207732
        1.20298       0.134123      0.0733134       0.207436
