           IM.1            DS1          E(DS)
           0.01    1.19521e-13    1.19521e-13
       0.025101    3.93953e-09    3.93953e-09
       0.040202    3.59797e-07    3.59797e-07
       0.055303    5.72872e-06    5.72872e-06
       0.070404    4.00352e-05    4.00352e-05
      0.0855051    0.000173929    0.000173929
       0.100606    0.000543046    0.000543046
       0.115707    0.000890221    0.000890221
       0.130808     0.00137805     0.00137805
       0.145909     0.00203454     0.00203454
        0.16101       0.002887       0.002887
       0.176111     0.00396126     0.00396126
       0.191212     0.00528181     0.00528181
       0.206313     0.00724103     0.00724103
       0.221414      0.0102953      0.0102953
       0.236515      0.0140951      0.0140951
       0.251616       0.018688       0.018688
       0.266717      0.0240927      0.0240927
       0.281818       0.030328       0.030328
       0.296919      0.0373848      0.0373848
        0.31202      0.0436777      0.0436777
       0.327121      0.0500542      0.0500542
       0.342222      0.0568547      0.0568547
       0.357323      0.0640637      0.0640637
       0.372424      0.0716442      0.0716442
       0.387525      0.0795778      0.0795778
       0.402626      0.0876581      0.0876581
       0.417727      0.0951377      0.0951377
       0.432828       0.102828       0.102828
       0.447929       0.110712       0.110712
        0.46303       0.118773       0.118773
       0.478131       0.126859       0.126859
       0.493232       0.135367       0.135367
       0.508333        0.14263        0.14263
       0.523434        0.14897        0.14897
       0.538535       0.155382       0.155382
       0.553636        0.16186        0.16186
       0.568737       0.168401       0.168401
       0.583838          0.175          0.175
       0.598939       0.181655       0.181655
        0.61404       0.178324       0.178324
       0.629141       0.174481       0.174481
       0.644242        0.17019        0.17019
       0.659343       0.166147       0.166147
       0.674444       0.162123       0.162123
       0.689545       0.158117       0.158117
       0.704646       0.156679       0.156679
       0.719747       0.161007       0.161007
       0.734848       0.165373       0.165373
       0.749949       0.169778       0.169778
       0.765051       0.174219       0.174219
       0.780152       0.178697       0.178697
       0.795253       0.183211       0.183211
       0.810354       0.178991       0.178991
       0.825455       0.170801       0.170801
       0.840556       0.162676       0.162676
       0.855657       0.154627       0.154627
       0.870758       0.146665       0.146665
       0.885859       0.138797       0.138797
        0.90096       0.131572       0.131572
       0.916061       0.132177       0.132177
       0.931162       0.132793       0.132793
       0.946263        0.13342        0.13342
       0.961364       0.134058       0.134058
       0.976465       0.134719       0.134719
       0.991566        0.13538        0.13538
        1.00667       0.135343       0.135343
        1.02177       0.134423       0.134423
        1.03687       0.133523       0.133523
        1.05197       0.132689       0.132689
        1.06707       0.131826       0.131826
        1.08217       0.130986       0.130986
        1.09727       0.130166       0.130166
        1.11237       0.133413       0.133413
        1.12747       0.137592       0.137592
        1.14258       0.141811       0.141811
        1.15768       0.146069       0.146069
        1.17278       0.150363       0.150363
        1.18788       0.154691       0.154691
        1.20298       0.158625       0.158625
        1.21808       0.160847       0.160847
        1.23318       0.163088       0.163088
        1.24828       0.165346       0.165346
        1.26338       0.167621       0.167621
        1.27848       0.169915       0.169915
        1.29359       0.172226       0.172226
        1.30869       0.173174       0.173174
        1.32379       0.173163       0.173163
        1.33889       0.173009       0.173009
        1.35399        0.17336        0.17336
        1.36909       0.173573       0.173573
        1.38419       0.173864       0.173864
        1.39929       0.174236       0.174236
        1.41439       0.175224       0.175224
        1.42949       0.176283       0.176283
         1.4446       0.177445       0.177445
         1.4597       0.178618       0.178618
         1.4748       0.179788       0.179788
         1.4899       0.180924       0.180924
          1.505       0.181718       0.181718
         1.5201       0.181718       0.181718
         1.5352       0.181718       0.181718
         1.5503       0.181718       0.181718
         1.5654       0.181718       0.181718
        1.58051       0.181718       0.181718
        1.59561       0.181718       0.181718
        1.61071       0.181718       0.181718
        1.62581       0.181718       0.181718
        1.64091       0.181718       0.181718
        1.65601       0.181718       0.181718
        1.67111       0.181718       0.181718
        1.68621       0.181718       0.181718
        1.70131       0.181718       0.181718
        1.71641       0.181718       0.181718
        1.73152       0.181718       0.181718
        1.74662       0.181718       0.181718
        1.76172       0.181718       0.181718
        1.77682       0.181718       0.181718
        1.79192       0.181718       0.181718
        1.80702       0.181718       0.181718
        1.82212       0.181718       0.181718
        1.83722       0.181718       0.181718
        1.85232       0.181718       0.181718
        1.86742       0.181718       0.181718
        1.88253       0.181718       0.181718
        1.89763       0.181718       0.181718
        1.91273       0.181718       0.181718
        1.92783       0.181718       0.181718
        1.94293       0.181718       0.181718
        1.95803       0.181718       0.181718
        1.97313       0.181718       0.181718
        1.98823       0.181718       0.181718
        2.00333       0.181718       0.181718
        2.01843       0.181718       0.181718
        2.03354       0.181718       0.181718
        2.04864       0.181718       0.181718
