           IM.1            DS1            DS2          E(DS)
           0.01    4.49069e-66    1.16418e-81    4.49069e-66
       0.025101    9.61594e-48    3.70462e-59    9.61594e-48
       0.040202     6.6242e-39    3.97841e-48     6.6242e-39
       0.055303    6.13362e-33    1.42785e-40    6.13362e-33
       0.070404    2.26568e-28    9.84957e-35    2.26568e-28
      0.0855051    1.15659e-24    5.66006e-30     1.1566e-24
       0.100606    1.29635e-21    4.59927e-26    1.29639e-21
       0.115707    4.36753e-20    3.53528e-24    4.36789e-20
       0.130808     9.7878e-19    1.86546e-22    9.78966e-19
       0.145909    1.66464e-17    6.24219e-21    1.66526e-17
        0.16101     2.1112e-16    1.48403e-19    2.11269e-16
       0.176111    2.12208e-15    2.61259e-18    2.12469e-15
       0.191212    1.74104e-14    3.60332e-17    1.74464e-14
       0.206313    2.81175e-13    1.23844e-15    2.82413e-13
       0.221414     1.0067e-11    1.19224e-13    1.01862e-11
       0.236515    2.24825e-10    5.88199e-12    2.30707e-10
       0.251616    3.25482e-09    1.60066e-10    3.41489e-09
       0.266717    3.20771e-08    2.60568e-09    3.46828e-08
       0.281818    2.26525e-07    2.74555e-08     2.5398e-07
       0.296919    1.20341e-06    2.00997e-07     1.4044e-06
        0.31202    9.67183e-06    2.33952e-06    1.20114e-05
       0.327121    5.75555e-05    1.86492e-05    7.62048e-05
       0.342222    0.000234002    9.39189e-05    0.000327921
       0.357323    0.000713702    0.000336128     0.00104983
       0.372424     0.00174922    0.000930621     0.00267984
       0.387525     0.00362456     0.00211966     0.00574422
       0.402626     0.00680852     0.00429784      0.0111064
       0.417727      0.0129081     0.00871507      0.0216232
       0.432828      0.0214454      0.0152657      0.0367111
       0.447929      0.0322976      0.0239864       0.056284
        0.46303      0.0451493       0.034719      0.0798682
       0.478131      0.0595918      0.0471194       0.106711
       0.493232       0.075188      0.0608777       0.136066
       0.508333      0.0840099      0.0687686       0.152779
       0.523434      0.0868579      0.0712659       0.158124
       0.538535      0.0897132      0.0737761       0.163489
       0.553636      0.0925744      0.0762981       0.168872
       0.568737      0.0954403      0.0788306       0.174271
       0.583838      0.0983099      0.0814113       0.179721
       0.598939       0.101182      0.0839229       0.185105
        0.61404       0.117881      0.0984903       0.216371
       0.629141       0.147392        0.11361       0.261003
       0.644242       0.151715        0.12826       0.279976
       0.659343       0.167812       0.142572       0.310384
       0.674444       0.183384       0.156487       0.339871
       0.689545        0.19846       0.170013       0.368473
       0.704646       0.210775       0.181132       0.391907
       0.719747       0.217713       0.187479       0.405192
       0.734848       0.224554       0.193754       0.418309
       0.749949       0.231301       0.199957       0.431258
       0.765051       0.237954       0.206088       0.444043
       0.780152       0.244547       0.212267       0.456814
       0.795253       0.251019       0.218258       0.469277
       0.810354       0.248329       0.215753       0.464082
       0.825455       0.241379       0.209305       0.450684
       0.840556       0.234294       0.202662       0.436956
       0.855657       0.227135       0.196056       0.423191
       0.870758       0.219869        0.18937       0.409239
       0.885859       0.212497       0.182603         0.3951
        0.90096       0.205701       0.176347       0.382048
       0.916061        0.20888       0.178675       0.387555
       0.931162       0.211941       0.180866       0.392807
       0.946263       0.214892       0.183043       0.397935
       0.961364       0.217739       0.184979       0.402718
       0.976465       0.220487       0.186791       0.407278
       0.991566       0.223144       0.188482       0.411626
        1.00667        0.22383       0.187298       0.411128
        1.02177       0.221111       0.181118       0.402229
        1.03687       0.216801        0.17299        0.38979
        1.05197       0.210756       0.162701       0.373457
        1.06707       0.202799       0.150061        0.35286
        1.08217        0.19286       0.134536       0.327396
        1.09727       0.181108       0.116562       0.297669
        1.11237       0.186725       0.124844       0.311569
        1.12747       0.195563       0.138096       0.333658
        1.14258       0.203307       0.149928       0.353235
        1.15768       0.209928       0.160037       0.369965
        1.17278       0.215446       0.168948       0.384394
        1.18788       0.219932       0.176437       0.396369
        1.20298       0.222186       0.181433       0.403619
        1.21808       0.218726       0.180074       0.398801
        1.23318       0.215007       0.178322        0.39333
        1.24828       0.210976       0.176171       0.387147
        1.26338       0.206672       0.173612       0.380284
        1.27848       0.202033       0.170633       0.372666
        1.29359       0.197031       0.167215       0.364245
        1.30869       0.193728       0.164899       0.358626
        1.32379       0.191836       0.163579       0.355415
        1.33889       0.189876       0.162185       0.352061
        1.35399       0.187848       0.160708       0.348556
        1.36909       0.185747       0.159158       0.344905
        1.38419       0.183571       0.157527       0.341098
        1.39929       0.181317       0.155812       0.337129
        1.41439       0.175181       0.150109       0.325291
        1.42949       0.168793        0.14418       0.312973
         1.4446       0.162344       0.138212       0.300556
         1.4597       0.155839       0.132215       0.288054
         1.4748       0.149282       0.126196       0.275478
         1.4899       0.142679       0.120162       0.262841
          1.505        0.15091       0.116187       0.267097
         1.5201        0.15091       0.116187       0.267097
         1.5352        0.15091       0.116187       0.267097
         1.5503        0.15091       0.116187       0.267097
         1.5654        0.15091       0.116187       0.267097
        1.58051        0.15091       0.116187       0.267097
        1.59561        0.15091       0.116187       0.267097
        1.61071        0.15091       0.116187       0.267097
        1.62581        0.15091       0.116187       0.267097
        1.64091        0.15091       0.116187       0.267097
        1.65601        0.15091       0.116187       0.267097
        1.67111        0.15091       0.116187       0.267097
        1.68621        0.15091       0.116187       0.267097
        1.70131        0.15091       0.116187       0.267097
        1.71641        0.15091       0.116187       0.267097
        1.73152        0.15091       0.116187       0.267097
        1.74662        0.15091       0.116187       0.267097
        1.76172        0.15091       0.116187       0.267097
        1.77682        0.15091       0.116187       0.267097
        1.79192        0.15091       0.116187       0.267097
        1.80702        0.15091       0.116187       0.267097
        1.82212        0.15091       0.116187       0.267097
        1.83722        0.15091       0.116187       0.267097
        1.85232        0.15091       0.116187       0.267097
        1.86742        0.15091       0.116187       0.267097
        1.88253        0.15091       0.116187       0.267097
        1.89763        0.15091       0.116187       0.267097
        1.91273        0.15091       0.116187       0.267097
        1.92783        0.15091       0.116187       0.267097
        1.94293        0.15091       0.116187       0.267097
        1.95803        0.15091       0.116187       0.267097
        1.97313        0.15091       0.116187       0.267097
        1.98823        0.15091       0.116187       0.267097
        2.00333        0.15091       0.116187       0.267097
        2.01843        0.15091       0.116187       0.267097
        2.03354        0.15091       0.116187       0.267097
        2.04864        0.15091       0.116187       0.267097
        2.06374        0.15091       0.116187       0.267097
        2.07884        0.15091       0.116187       0.267097
        2.09394        0.15091       0.116187       0.267097
        2.10904        0.15091       0.116187       0.267097
        2.12414        0.15091       0.116187       0.267097
        2.13924        0.15091       0.116187       0.267097
        2.15434        0.15091       0.116187       0.267097
        2.16944        0.15091       0.116187       0.267097
        2.18455        0.15091       0.116187       0.267097
        2.19965        0.15091       0.116187       0.267097
        2.21475        0.15091       0.116187       0.267097
        2.22985        0.15091       0.116187       0.267097
        2.24495        0.15091       0.116187       0.267097
        2.26005        0.15091       0.116187       0.267097
        2.27515        0.15091       0.116187       0.267097
        2.29025        0.15091       0.116187       0.267097
        2.30535        0.15091       0.116187       0.267097
        2.32045        0.15091       0.116187       0.267097
        2.33556        0.15091       0.116187       0.267097
        2.35066        0.15091       0.116187       0.267097
        2.36576        0.15091       0.116187       0.267097
        2.38086        0.15091       0.116187       0.267097
        2.39596        0.15091       0.116187       0.267097
        2.41106        0.15091       0.116187       0.267097
        2.42616        0.15091       0.116187       0.267097
        2.44126        0.15091       0.116187       0.267097
        2.45636        0.15091       0.116187       0.267097
        2.47146        0.15091       0.116187       0.267097
        2.48657        0.15091       0.116187       0.267097
        2.50167        0.15091       0.116187       0.267097
        2.51677        0.15091       0.116187       0.267097
