            EDP         lambda
          0.032       0.123605
      0.0320025        0.12359
       0.032005       0.123576
      0.0320075       0.123561
        0.03201       0.123546
      0.0320125       0.123532
       0.032015       0.123517
      0.0320175       0.123502
      0.0320201       0.123488
      0.0320226       0.123473
      0.0320251       0.123459
      0.0320276       0.123444
      0.0320301       0.123429
      0.0320326       0.123415
      0.0320351         0.1234
      0.0320376       0.123385
      0.0320401       0.123371
      0.0320426       0.123356
      0.0320451       0.123342
      0.0320476       0.123327
      0.0320502       0.123312
      0.0320527       0.123298
      0.0320552       0.123283
      0.0320577       0.123268
      0.0320602       0.123254
      0.0320627       0.123239
      0.0320652       0.123225
      0.0320677        0.12321
      0.0320702       0.123195
      0.0320727       0.123181
      0.0320753       0.123166
      0.0320778       0.123152
      0.0320803       0.123137
      0.0320828       0.123122
      0.0320853       0.123108
      0.0320878       0.123093
      0.0320903       0.123079
      0.0320928       0.123064
      0.0320954       0.123049
      0.0320979       0.123035
      0.0321004        0.12302
      0.0321029       0.123006
      0.0321054       0.122991
      0.0321079       0.122976
      0.0321104       0.122962
       0.032113       0.122947
      0.0321155       0.122933
       0.032118       0.122918
      0.0321205       0.122904
       0.032123       0.122889
      0.0321255       0.122874
       0.032128        0.12286
      0.0321306       0.122845
      0.0321331       0.122831
      0.0321356       0.122816
      0.0321381       0.122802
      0.0321406       0.122787
      0.0321431       0.122772
      0.0321457       0.122758
      0.0321482       0.122743
      0.0321507       0.122729
      0.0321532       0.122714
      0.0321557         0.1227
      0.0321583       0.122685
      0.0321608       0.122671
      0.0321633       0.122656
      0.0321658       0.122641
      0.0321683       0.122627
      0.0321708       0.122612
      0.0321734       0.122598
      0.0321759       0.122583
      0.0321784       0.122569
      0.0321809       0.122554
      0.0321834        0.12254
       0.032186       0.122525
      0.0321885       0.122511
       0.032191       0.122496
      0.0321935       0.122481
       0.032196       0.122467
      0.0321986       0.122452
      0.0322011       0.122438
      0.0322036       0.122423
      0.0322061       0.122409
      0.0322087       0.122394
      0.0322112        0.12238
      0.0322137       0.122365
      0.0322162       0.122351
      0.0322187       0.122336
      0.0322213       0.122322
      0.0322238       0.122307
      0.0322263       0.122293
      0.0322288       0.122278
      0.0322314       0.122264
      0.0322339       0.122249
      0.0322364       0.122235
      0.0322389        0.12222
      0.0322415       0.122206
       0.032244       0.122191
      0.0322465       0.122177
       0.032249       0.122162
      0.0322516       0.122148
      0.0322541       0.122133
      0.0322566       0.122119
      0.0322591       0.122104
      0.0322617        0.12209
      0.0322642       0.122075
      0.0322667       0.122061
      0.0322692       0.122046
      0.0322718       0.122032
      0.0322743       0.122017
      0.0322768       0.122003
      0.0322793       0.121988
      0.0322819       0.121974
      0.0322844       0.121959
      0.0322869       0.121945
      0.0322895        0.12193
       0.032292       0.121916
      0.0322945       0.121901
       0.032297       0.121887
      0.0322996       0.121872
      0.0323021       0.121858
      0.0323046       0.121843
      0.0323072       0.121829
      0.0323097       0.121815
      0.0323122         0.1218
      0.0323148       0.121786
      0.0323173       0.121771
      0.0323198       0.121757
      0.0323223       0.121742
      0.0323249       0.121728
      0.0323274       0.121713
      0.0323299       0.121699
      0.0323325       0.121684
       0.032335        0.12167
      0.0323375       0.121655
      0.0323401       0.121641
      0.0323426       0.121627
      0.0323451       0.121612
      0.0323477       0.121598
      0.0323502       0.121583
      0.0323527       0.121569
      0.0323553       0.121554
      0.0323578        0.12154
      0.0323603       0.121526
      0.0323629       0.121511
      0.0323654       0.121497
      0.0323679       0.121482
      0.0323705       0.121468
       0.032373       0.121453
      0.0323755       0.121439
      0.0323781       0.121424
      0.0323806        0.12141
      0.0323831       0.121396
      0.0323857       0.121381
      0.0323882       0.121367
      0.0323908       0.121352
      0.0323933       0.121338
      0.0323958       0.121324
      0.0323984       0.121309
      0.0324009       0.121295
      0.0324034        0.12128
       0.032406       0.121266
      0.0324085       0.121251
      0.0324111       0.121237
      0.0324136       0.121223
      0.0324161       0.121208
      0.0324187       0.121194
      0.0324212       0.121179
      0.0324237       0.121165
      0.0324263       0.121151
      0.0324288       0.121136
      0.0324314       0.121122
      0.0324339       0.121107
      0.0324364       0.121093
       0.032439       0.121079
      0.0324415       0.121064
      0.0324441        0.12105
      0.0324466       0.121036
      0.0324491       0.121021
      0.0324517       0.121007
      0.0324542       0.120992
      0.0324568       0.120978
      0.0324593       0.120964
      0.0324618       0.120949
      0.0324644       0.120935
      0.0324669       0.120921
      0.0324695       0.120906
       0.032472       0.120892
      0.0324746       0.120877
      0.0324771       0.120863
      0.0324796       0.120849
      0.0324822       0.120834
      0.0324847        0.12082
      0.0324873       0.120806
      0.0324898       0.120791
      0.0324924       0.120777
      0.0324949       0.120762
      0.0324975       0.120748
         0.0325       0.120734
