           IM.1            DS1          E(DS)
           0.01   2.66603e-112   2.66603e-112
       0.025101    6.11663e-62    6.11663e-62
       0.040202    7.78743e-40    7.78743e-40
       0.055303    7.42724e-27    7.42724e-27
       0.070404     1.2613e-18     1.2613e-18
      0.0855051    2.96467e-13    2.96467e-13
       0.100606    9.76485e-10    9.76485e-10
       0.115707      3.004e-08      3.004e-08
       0.130808    4.70289e-07    4.70289e-07
       0.145909    4.36678e-06    4.36678e-06
        0.16101    2.69784e-05    2.69784e-05
       0.176111    0.000120656    0.000120656
       0.191212    0.000417022    0.000417022
       0.206313     0.00158555     0.00158555
       0.221414     0.00605982     0.00605982
       0.236515       0.015913       0.015913
       0.251616      0.0323388      0.0323388
       0.266717      0.0550164      0.0550164
       0.281818      0.0825427      0.0825427
       0.296919       0.113122       0.113122
        0.31202       0.162431       0.162431
       0.327121        0.21502        0.21502
       0.342222        0.26339        0.26339
       0.357323       0.306374       0.306374
       0.372424       0.343846       0.343846
       0.387525       0.376207       0.376207
       0.402626       0.409198       0.409198
       0.417727       0.458744       0.458744
       0.432828       0.498921       0.498921
       0.447929       0.531518       0.531518
        0.46303       0.558047       0.558047
       0.478131       0.579736       0.579736
       0.493232        0.59756        0.59756
       0.508333       0.607693       0.607693
       0.523434       0.613339       0.613339
       0.538535       0.656661       0.656661
       0.553636       0.624118       0.624118
       0.568737       0.629264       0.629264
       0.583838       0.634256       0.634256
       0.598939       0.639101       0.639101
        0.61404       0.676533       0.676533
       0.629141       0.710539       0.710539
       0.644242       0.739725       0.739725
       0.659343       0.765065       0.765065
       0.674444       0.787274       0.787274
       0.689545       0.806892       0.806892
       0.704646       0.821307       0.821307
       0.719747       0.827974       0.827974
       0.734848       0.834288       0.834288
       0.749949       0.840275       0.840275
       0.765051       0.845958       0.845958
       0.780152       0.851359       0.851359
       0.795253       0.856496       0.856496
       0.810354       0.854553       0.854553
       0.825455       0.849205       0.849205
       0.840556       0.843558       0.843558
       0.855657       0.837588       0.837588
       0.870758       0.831271       0.831271
       0.885859       0.824576       0.824576
        0.90096       0.818713       0.818713
       0.916061       0.830787       0.830787
       0.931162       0.842565       0.842565
       0.946263       0.854044       0.854044
       0.961364       0.865214       0.865214
       0.976465       0.876065       0.876065
       0.991566       0.886582       0.886582
        1.00667       0.906511       0.906511
        1.02177       0.936557       0.936557
        1.03687        0.96223        0.96223
        1.05197         0.9818         0.9818
        1.06707       0.993682       0.993682
        1.08217        0.99878        0.99878
        1.09727       0.999844       0.999844
        1.11237       0.999697       0.999697
        1.12747       0.998297       0.998297
        1.14258       0.994387       0.994387
        1.15768       0.986886       0.986886
        1.17278       0.975085       0.975085
        1.18788       0.959515       0.959515
        1.20298        0.94182        0.94182
        1.21808       0.926587       0.926587
        1.23318       0.909819       0.909819
        1.24828        0.89169        0.89169
        1.26338       0.872335       0.872335
        1.27848       0.851864       0.851864
        1.29359       0.830356       0.830356
        1.30869       0.815909       0.815909
        1.32379       0.807096       0.807096
        1.33889       0.798154       0.798154
        1.35399        0.78908        0.78908
        1.36909       0.779875       0.779875
        1.38419       0.770535       0.770535
        1.39929       0.761057       0.761057
        1.41439       0.755971       0.755971
        1.42949       0.750821       0.750821
         1.4446       0.745359       0.745359
         1.4597        0.73956        0.73956
         1.4748       0.733398       0.733398
         1.4899       0.726844       0.726844
          1.505       0.722224       0.722224
         1.5201       0.722224       0.722224
         1.5352       0.722224       0.722224
         1.5503       0.722224       0.722224
         1.5654       0.722224       0.722224
        1.58051       0.722224       0.722224
        1.59561       0.722224       0.722224
        1.61071       0.722224       0.722224
        1.62581       0.722224       0.722224
        1.64091       0.722224       0.722224
        1.65601       0.722224       0.722224
        1.67111       0.722224       0.722224
        1.68621       0.722224       0.722224
        1.70131       0.722224       0.722224
        1.71641       0.722224       0.722224
        1.73152       0.722224       0.722224
        1.74662       0.722224       0.722224
        1.76172       0.722224       0.722224
        1.77682       0.722224       0.722224
        1.79192       0.722224       0.722224
        1.80702       0.722224       0.722224
        1.82212       0.722224       0.722224
        1.83722       0.722224       0.722224
        1.85232       0.722224       0.722224
        1.86742       0.722224       0.722224
        1.88253       0.722224       0.722224
        1.89763       0.722224       0.722224
        1.91273       0.722224       0.722224
        1.92783       0.722224       0.722224
        1.94293       0.722224       0.722224
        1.95803       0.722224       0.722224
        1.97313       0.722224       0.722224
        1.98823       0.722224       0.722224
        2.00333       0.722224       0.722224
        2.01843       0.722224       0.722224
        2.03354       0.722224       0.722224
        2.04864       0.722224       0.722224
        2.06374       0.722224       0.722224
        2.07884       0.722224       0.722224
        2.09394       0.722224       0.722224
        2.10904       0.722224       0.722224
        2.12414       0.722224       0.722224
        2.13924       0.722224       0.722224
        2.15434       0.722224       0.722224
        2.16944       0.722224       0.722224
        2.18455       0.722224       0.722224
        2.19965       0.722224       0.722224
        2.21475       0.722224       0.722224
        2.22985       0.722224       0.722224
        2.24495       0.722224       0.722224
        2.26005       0.722224       0.722224
        2.27515       0.722224       0.722224
        2.29025       0.722224       0.722224
        2.30535       0.722224       0.722224
        2.32045       0.722224       0.722224
        2.33556       0.722224       0.722224
        2.35066       0.722224       0.722224
        2.36576       0.722224       0.722224
        2.38086       0.722224       0.722224
        2.39596       0.722224       0.722224
        2.41106       0.722224       0.722224
        2.42616       0.722224       0.722224
        2.44126       0.722224       0.722224
        2.45636       0.722224       0.722224
        2.47146       0.722224       0.722224
        2.48657       0.722224       0.722224
        2.50167       0.722224       0.722224
        2.51677       0.722224       0.722224
        2.53187       0.722224       0.722224
        2.54697       0.722224       0.722224
        2.56207       0.722224       0.722224
        2.57717       0.722224       0.722224
        2.59227       0.722224       0.722224
        2.60737       0.722224       0.722224
        2.62247       0.722224       0.722224
        2.63758       0.722224       0.722224
        2.65268       0.722224       0.722224
        2.66778       0.722224       0.722224
        2.68288       0.722224       0.722224
        2.69798       0.722224       0.722224
        2.71308       0.722224       0.722224
        2.72818       0.722224       0.722224
        2.74328       0.722224       0.722224
        2.75838       0.722224       0.722224
        2.77348       0.722224       0.722224
        2.78859       0.722224       0.722224
        2.80369       0.722224       0.722224
        2.81879       0.722224       0.722224
        2.83389       0.722224       0.722224
        2.84899       0.722224       0.722224
        2.86409       0.722224       0.722224
        2.87919       0.722224       0.722224
        2.89429       0.722224       0.722224
        2.90939       0.722224       0.722224
        2.92449       0.722224       0.722224
         2.9396       0.722224       0.722224
         2.9547       0.722224       0.722224
         2.9698       0.722224       0.722224
         2.9849       0.722224       0.722224
            3.0       0.722224       0.722224
