            EDP         mean_x        sd_ln_x
          0.001       0.595406        3.26389
         0.0015        27.3445        2.61632
          0.002        232.591        2.17546
         0.0025        893.555        1.85058
          0.003        2212.79        1.60164
         0.0035        4199.08        1.40721
          0.004        6713.64        1.25404
         0.0045        9568.35         1.1329
          0.005        12593.7        1.03675
         0.0055        15664.5        0.95994
          0.006        18699.4        0.89789
         0.0065        21649.8        0.84697
          0.007        24489.0       0.804376
         0.0075        27203.1       0.768015
          0.008        29785.6        0.73637
         0.0085        32234.0        0.70837
          0.009        34548.3       0.683271
         0.0095        36730.2        0.66056
           0.01        38782.9       0.639886
         0.0105        40710.5       0.621004
          0.011        42518.1       0.603737
         0.0115        44211.7       0.587952
          0.012        45797.7       0.573543
         0.0125        47283.3       0.560417
          0.013        48675.5       0.548492
         0.0135        49981.5       0.537687
          0.014        51208.5       0.527926
         0.0145        52363.3       0.519131
          0.015        53452.6       0.511229
         0.0155        54482.5       0.504143
          0.016        55458.7       0.497802
         0.0165        56386.6       0.492136
          0.017        57271.1       0.487075
         0.0175        58116.4       0.482557
          0.018        58926.4        0.47852
         0.0185        59704.8       0.474908
          0.019        60454.6       0.471668
         0.0195        61178.4       0.468753
           0.02        61878.7       0.466119
         0.0205        62557.6       0.463726
          0.021        63216.8       0.461539
         0.0215        63857.9       0.459528
          0.022        64482.2       0.457664
         0.0225        65090.9       0.455924
          0.023        65684.9       0.454286
         0.0235        66265.1       0.452732
          0.024        66832.0       0.451246
         0.0245        67386.4       0.449816
          0.025        67928.7        0.44843
         0.0255        68459.4       0.447079
          0.026        68978.7       0.445755
         0.0265        69487.0       0.444452
          0.027        69984.5       0.443165
         0.0275        70471.4       0.441889
          0.028        70947.9       0.440623
         0.0285        71414.2       0.439363
          0.029        71870.5       0.438108
         0.0295        72316.8       0.436857
           0.03        72753.2       0.435609
         0.0305        73179.9       0.434363
          0.031        73597.0       0.433121
         0.0315        74004.6       0.431882
          0.032        74402.8       0.430647
         0.0325        74791.6       0.429416
          0.033        75171.3       0.428191
         0.0335        75541.9       0.426971
          0.034        75903.5       0.425759
         0.0345        76256.2       0.424554
          0.035        76600.2       0.423358
         0.0355        76935.6       0.422171
          0.036        77262.5       0.420996
         0.0365        77581.0       0.419831
          0.037        77891.2       0.418679
         0.0375        78193.4        0.41754
          0.038        78487.6       0.416414
         0.0385        78773.9       0.415303
          0.039        79052.6       0.414207
         0.0395        79323.8       0.413127
           0.04        79587.5       0.412063
         0.0405        79844.0       0.411016
          0.041        80093.4       0.409985
         0.0415        80335.8       0.408972
          0.042        80571.5       0.407977
         0.0425        80800.5          0.407
          0.043        81023.0       0.406041
         0.0435        81239.1         0.4051
          0.044        81449.0       0.404178
         0.0445        81652.9       0.403274
          0.045        81850.8       0.402389
         0.0455        82043.0       0.401523
          0.046        82229.5       0.400675
         0.0465        82410.6       0.399846
          0.047        82586.3       0.399035
         0.0475        82756.8       0.398243
          0.048        82922.2       0.397469
         0.0485        83082.7       0.396713
          0.049        83238.4       0.395975
         0.0495        83389.4       0.395254
           0.05        83535.9       0.394551
         0.0505        83678.0       0.393866
          0.051        83815.7       0.393197
         0.0515        83949.3       0.392545
          0.052        84078.8        0.39191
         0.0525        84204.3       0.391291
          0.053        84326.1       0.390688
         0.0535        84444.1       0.390101
          0.054        84558.5       0.389529
         0.0545        84669.4       0.388973
          0.055        84776.8       0.388431
         0.0555        84881.0       0.387903
          0.056        84982.0        0.38739
         0.0565        85079.8       0.386891
          0.057        85174.6       0.386406
         0.0575        85266.5       0.385934
          0.058        85355.6       0.385475
         0.0585        85441.9       0.385028
          0.059        85525.5       0.384594
         0.0595        85606.5       0.384173
           0.06        85685.0       0.383763
         0.0605        85761.1       0.383365
          0.061        85834.9       0.382978
         0.0615        85906.3       0.382602
          0.062        85975.5       0.382236
         0.0625        86042.6       0.381881
          0.063        86107.6       0.381537
         0.0635        86170.6       0.381202
          0.064        86231.6       0.380877
         0.0645        86290.7       0.380561
          0.065        86348.0       0.380255
         0.0655        86403.5       0.379957
          0.066        86457.3       0.379668
         0.0665        86509.4       0.379388
          0.067        86559.9       0.379115
         0.0675        86608.9       0.378851
          0.068        86656.3       0.378594
         0.0685        86702.2       0.378345
          0.069        86746.8       0.378103
         0.0695        86789.9       0.377869
           0.07        86831.7       0.377641
         0.0705        86872.3        0.37742
          0.071        86911.6       0.377205
         0.0715        86949.6       0.376997
          0.072        86986.5       0.376795
         0.0725        87022.3       0.376599
          0.073        87056.9       0.376409
         0.0735        87090.5       0.376224
          0.074        87123.1       0.376045
         0.0745        87154.7       0.375871
          0.075        87185.3       0.375702
         0.0755        87214.9       0.375538
          0.076        87243.7       0.375379
         0.0765        87271.5       0.375225
          0.077        87298.5       0.375076
         0.0775        87324.7        0.37493
          0.078        87350.1       0.374789
         0.0785        87374.8       0.374653
