            EDP         mean_x        sd_ln_x
          0.079        87398.6        0.37452
         0.0795        87421.8       0.374391
           0.08        87444.2       0.374266
         0.0805        87466.0       0.374145
          0.081        87487.1       0.374027
         0.0815        87507.6       0.373913
          0.082        87527.4       0.373802
         0.0825        87546.7       0.373694
          0.083        87565.3        0.37359
         0.0835        87583.5       0.373489
          0.084        87601.0        0.37339
         0.0845        87618.1       0.373295
          0.085        87634.6       0.373202
         0.0855        87650.6       0.373112
          0.086        87666.2       0.373025
         0.0865        87681.3        0.37294
          0.087        87695.9       0.372858
         0.0875        87710.1       0.372778
          0.088        87723.9       0.372701
         0.0885        87737.3       0.372625
          0.089        87750.2       0.372552
         0.0895        87762.8       0.372481
           0.09        87775.0       0.372413
         0.0905        87786.9       0.372346
          0.091        87798.4       0.372281
         0.0915        87809.6       0.372218
          0.092        87820.4       0.372157
         0.0925        87830.9       0.372097
          0.093        87841.2        0.37204
         0.0935        87851.1       0.371984
          0.094        87860.7       0.371929
         0.0945        87870.0       0.371876
          0.095        87879.1       0.371825
         0.0955        87887.9       0.371775
          0.096        87896.5       0.371727
         0.0965        87904.8        0.37168
          0.097        87912.8       0.371634
         0.0975        87920.7        0.37159
          0.098        87928.3       0.371547
         0.0985        87935.7       0.371505
          0.099        87942.8       0.371464
         0.0995        87949.8       0.371425
            0.1        87956.6       0.371386
