              t           Rate
         0.0001      0.0550004
         0.0049      0.0384893
         0.0097      0.0358917
         0.0145      0.0344628
         0.0193       0.033444
         0.0241       0.032664
         0.0289      0.0320336
         0.0337      0.0314608
         0.0385      0.0310513
         0.0433      0.0306536
         0.0481      0.0303159
         0.0529      0.0299977
         0.0577      0.0297088
         0.0625      0.0294442
         0.0673      0.0292003
         0.0721      0.0289742
         0.0769      0.0287635
         0.0817      0.0285663
         0.0865      0.0283809
         0.0913      0.0282062
         0.0961      0.0280409
         0.1009      0.0278842
         0.1057      0.0277351
         0.1105      0.0275967
         0.1153       0.027461
         0.1201      0.0273311
         0.1249      0.0272067
         0.1297      0.0270872
         0.1345      0.0269723
         0.1393      0.0268617
         0.1441       0.026755
         0.1489      0.0266521
         0.1537      0.0265526
         0.1585       0.026461
         0.1633      0.0263677
         0.1681      0.0262773
         0.1729      0.0261897
         0.1777      0.0261045
         0.1825      0.0260218
         0.1873      0.0259413
         0.1921       0.025863
         0.1969      0.0257867
         0.2017      0.0257124
         0.2065      0.0256399
         0.2113      0.0255692
         0.2161      0.0255001
         0.2209      0.0254327
         0.2257      0.0253668
         0.2305      0.0253024
         0.2353      0.0252393
         0.2401      0.0251777
         0.2449      0.0251173
         0.2497      0.0250581
         0.2545      0.0250001
         0.2593      0.0249433
         0.2641      0.0248876
         0.2689       0.024833
         0.2737      0.0247793
         0.2785      0.0247267
         0.2833       0.024675
         0.2881      0.0246242
         0.2929      0.0245744
         0.2977      0.0245253
         0.3025      0.0244771
         0.3073      0.0244291
         0.3121      0.0243825
         0.3169      0.0243366
         0.3217      0.0242915
         0.3265       0.024247
         0.3313      0.0242032
         0.3361      0.0241602
         0.3409      0.0241177
         0.3457      0.0240759
         0.3505      0.0240347
         0.3553       0.023994
         0.3601       0.023954
         0.3649      0.0239145
         0.3697      0.0238756
         0.3745       0.023839
         0.3793      0.0238011
         0.3841      0.0237637
         0.3889      0.0237268
         0.3937      0.0235403
         0.3985      0.0235047
         0.4033      0.0234695
         0.4081      0.0234348
         0.4129      0.0234005
         0.4177       0.023515
         0.4225      0.0234812
         0.4273      0.0234489
         0.4321      0.0234159
         0.4369      0.0233833
         0.4417      0.0233511
         0.4465      0.0233192
         0.4513      0.0232877
         0.4561      0.0232566
         0.4609      0.0232258
         0.4657      0.0231953
         0.4705      0.0231652
         0.4753      0.0231354
         0.4801      0.0231059
         0.4849      0.0230767
         0.4897      0.0230479
         0.4945      0.0230193
         0.4993       0.022991
         0.5041       0.022963
         0.5089      0.0229353
         0.5137      0.0229078
         0.5185      0.0228807
         0.5233      0.0228538
         0.5281      0.0228271
         0.5329      0.0228007
         0.5377      0.0227746
         0.5425      0.0227487
         0.5473       0.022723
         0.5521      0.0226976
         0.5569      0.0226724
         0.5617      0.0226474
         0.5665      0.0226227
         0.5713      0.0225982
         0.5761      0.0225739
         0.5809      0.0225498
         0.5857      0.0225259
         0.5905      0.0225022
         0.5953      0.0224788
         0.6001      0.0224555
         0.6049      0.0224324
         0.6097      0.0224095
         0.6145      0.0223868
         0.6193      0.0223643
         0.6241       0.022342
         0.6289      0.0223199
         0.6337      0.0222979
         0.6385      0.0222761
         0.6433      0.0222545
         0.6481      0.0222331
         0.6529      0.0222118
         0.6577      0.0221907
         0.6625      0.0221697
         0.6673      0.0221489
         0.6721      0.0221283
         0.6769      0.0221078
         0.6817      0.0220875
         0.6865      0.0220673
         0.6913      0.0220472
         0.6961      0.0220274
         0.7009      0.0220076
         0.7057       0.021988
         0.7105      0.0219686
         0.7153      0.0219492
         0.7201      0.0219301
         0.7249       0.021911
         0.7297      0.0218921
         0.7345      0.0218733
         0.7393      0.0218546
         0.7441      0.0218361
         0.7489      0.0218177
         0.7537      0.0217994
         0.7585      0.0217813
         0.7633      0.0217632
         0.7681      0.0217453
         0.7729      0.0217275
         0.7777      0.0217098
         0.7825      0.0216923
         0.7873      0.0216748
         0.7921      0.0216575
         0.7969      0.0216402
         0.8017      0.0216231
         0.8065      0.0216061
         0.8113      0.0215892
         0.8161      0.0215724
         0.8209      0.0215557
         0.8257      0.0215391
         0.8305      0.0215226
         0.8353      0.0215062
         0.8401      0.0214899
         0.8449      0.0214737
         0.8497      0.0214576
         0.8545      0.0214416
         0.8593      0.0214257
         0.8641      0.0214099
         0.8689      0.0213941
         0.8737      0.0213785
         0.8785       0.021363
         0.8833      0.0213475
         0.8881      0.0213321
         0.8929      0.0213169
         0.8977      0.0213017
         0.9025      0.0212866
         0.9073      0.0212715
         0.9121      0.0212566
         0.9169      0.0212417
         0.9217       0.021227
         0.9265      0.0212123
         0.9313      0.0211976
         0.9361      0.0211831
         0.9409      0.0211687
         0.9457      0.0211543
         0.9505        0.02114
         0.9553      0.0211257
         0.9601      0.0211116
         0.9649      0.0210975
         0.9697      0.0210835
         0.9745      0.0210696
         0.9793      0.0210557
         0.9841      0.0210419
         0.9889      0.0210282
         0.9937      0.0210146
         0.9985       0.021001
         1.0033      0.0209875
         1.0081       0.020974
         1.0129      0.0209607
         1.0177      0.0209474
         1.0225      0.0209341
         1.0273      0.0209209
         1.0321      0.0209078
         1.0369      0.0208948
         1.0417      0.0208818
         1.0465      0.0208689
         1.0513       0.020856
         1.0561      0.0208432
         1.0609      0.0208305
         1.0657      0.0208178
         1.0705      0.0208052
         1.0753      0.0207926
         1.0801      0.0207801
         1.0849      0.0207677
         1.0897      0.0207553
         1.0945       0.020743
         1.0993      0.0207307
         1.1041      0.0207185
         1.1089      0.0207064
         1.1137      0.0206943
         1.1185      0.0206822
         1.1233      0.0206702
         1.1281      0.0206583
         1.1329      0.0206464
         1.1377      0.0206346
         1.1425      0.0206228
         1.1473      0.0206111
         1.1521      0.0205994
         1.1569      0.0205878
         1.1617      0.0205762
         1.1665      0.0205647
         1.1713      0.0205532
         1.1761      0.0205418
         1.1809      0.0205304
         1.1857      0.0205191
         1.1905      0.0205078
         1.1953      0.0204966
         1.2001      0.0204854
