              t           Rate
         0.0001     0.00666687
         0.0049     0.00526399
         0.0097     0.00503357
         0.0145     0.00490042
         0.0193     0.00480671
         0.0241     0.00473485
         0.0289     0.00467657
         0.0337     0.00462758
         0.0385     0.00458587
         0.0433     0.00454887
         0.0481     0.00451593
         0.0529     0.00448627
         0.0577      0.0044593
         0.0625     0.00443458
         0.0673     0.00442079
         0.0721     0.00439963
         0.0769     0.00437989
         0.0817      0.0043614
         0.0865     0.00434403
         0.0913     0.00432763
         0.0961     0.00431212
         0.1009      0.0042974
         0.1057      0.0042834
         0.1105     0.00426843
         0.1153     0.00425569
         0.1201      0.0042435
         0.1249      0.0042318
         0.1297     0.00422057
         0.1345     0.00420977
         0.1393     0.00419937
         0.1441     0.00418934
         0.1489     0.00417965
         0.1537     0.00417029
         0.1585     0.00416122
         0.1633     0.00415245
         0.1681     0.00414394
         0.1729     0.00413568
         0.1777     0.00412766
         0.1825     0.00411987
         0.1873     0.00411228
         0.1921      0.0041049
         0.1969     0.00409771
         0.2017     0.00409071
         0.2065     0.00408387
         0.2113     0.00407721
         0.2161      0.0040707
         0.2209     0.00406434
         0.2257     0.00405812
         0.2305     0.00405204
         0.2353     0.00404609
         0.2401     0.00404027
         0.2449     0.00403457
         0.2497     0.00402899
         0.2545     0.00402352
         0.2593     0.00401815
         0.2641     0.00401289
         0.2689     0.00400773
         0.2737     0.00400267
         0.2785      0.0039977
         0.2833     0.00399281
         0.2881     0.00398802
         0.2929      0.0039833
         0.2977     0.00397867
         0.3025     0.00397412
         0.3073     0.00396964
         0.3121     0.00396523
         0.3169     0.00396089
         0.3217     0.00395663
         0.3265     0.00395243
         0.3313     0.00394829
         0.3361     0.00394422
         0.3409      0.0039402
         0.3457     0.00393625
         0.3505     0.00393235
         0.3553     0.00392851
         0.3601     0.00392472
         0.3649     0.00392099
         0.3697      0.0039173
         0.3745     0.00391367
         0.3793     0.00391009
         0.3841     0.00390655
         0.3889     0.00390306
         0.3937     0.00389961
         0.3985     0.00389621
         0.4033     0.00389306
         0.4081     0.00388974
         0.4129     0.00388646
         0.4177     0.00388322
         0.4225     0.00388002
         0.4273     0.00387686
         0.4321     0.00387374
