           IM.1            DS1            DS2            DS3            DS4          E(DS)
           0.01    7.44102e-25    1.05174e-26     2.9033e-32    2.90047e-28     7.5491e-25
       0.025101    1.61262e-15    6.25054e-18    2.32798e-23    2.63136e-21    1.61888e-15
       0.040202    1.57975e-11    4.96646e-14    3.12703e-19    4.80824e-18    1.58472e-11
       0.055303    4.09076e-09    1.37764e-11    1.50717e-16    6.55764e-16    4.10454e-09
       0.070404    1.90014e-07    7.75395e-10    1.48702e-14    2.60055e-14    1.90789e-07
      0.0855051    3.23922e-06    1.71284e-08    5.78754e-13    5.03199e-13    3.25635e-06
       0.100606     2.7811e-05    1.96757e-07    1.16245e-11       5.88e-12    2.80078e-05
       0.115707    8.64282e-05    7.31291e-07    5.92074e-11    2.31535e-11    8.71596e-05
       0.130808    0.000227125    2.29521e-06     2.5205e-10    7.91322e-11     0.00022942
       0.145909    0.000521428    6.28112e-06     9.2629e-10    2.41032e-10     0.00052771
        0.16101     0.00107287    1.53481e-05     3.0081e-09    6.66284e-10     0.00108822
       0.176111     0.00201452    3.40666e-05     8.8007e-09    1.67395e-09      0.0020486
       0.191212     0.00350087    6.97204e-05     2.3533e-08    4.02508e-09     0.00357062
       0.206313     0.00620648    0.000156562    7.74832e-08    1.14343e-08     0.00636313
       0.221414      0.0117648    0.000399514    3.42501e-07    4.27838e-08      0.0121647
       0.236515      0.0200311    0.000913853    1.33702e-06    1.49059e-07      0.0209465
       0.251616      0.0313906      0.0018871    4.59929e-06    4.79928e-07      0.0332828
       0.266717      0.0458344     0.00355116    1.39852e-05    1.42226e-06      0.0494009
       0.281818      0.0630607     0.00615273    3.78484e-05     3.8771e-06      0.0692552
       0.296919      0.0825661     0.00991485    9.19697e-05    9.73762e-06      0.0925827
        0.31202       0.115643      0.0182669    0.000295038    3.39934e-05       0.134239
       0.327121       0.153715      0.0311314    0.000843856    0.000109722         0.1858
       0.342222       0.191719      0.0476496     0.00200415     0.00029826       0.241671
       0.357323       0.228129      0.0671555     0.00409498    0.000699626       0.300079
       0.372424       0.262008      0.0887673     0.00741022     0.00144826       0.359633
