           IM.1            DS1          E(DS)
           0.01    2.46248e-08    2.46248e-08
       0.025101    8.17267e-07    8.17267e-07
       0.040202    4.22756e-06    4.22756e-06
       0.055303    1.22304e-05    1.22304e-05
       0.070404    2.67256e-05    2.67256e-05
      0.0855051    4.95844e-05    4.95844e-05
       0.100606    8.19353e-05    8.19353e-05
       0.115707     0.00010189     0.00010189
       0.130808    0.000124406    0.000124406
       0.145909    0.000149492    0.000149492
        0.16101    0.000177201    0.000177201
       0.176111    0.000207538    0.000207538
       0.191212    0.000240594    0.000240594
       0.206313     0.00027985     0.00027985
       0.221414    0.000329231    0.000329231
       0.236515    0.000385196    0.000385196
       0.251616    0.000448318    0.000448318
       0.266717     0.00051947     0.00051947
       0.281818    0.000599318    0.000599318
       0.296919     0.00068866     0.00068866
        0.31202    0.000731437    0.000731437
       0.327121    0.000761102    0.000761102
       0.342222    0.000791263    0.000791263
       0.357323    0.000821924    0.000821924
       0.372424    0.000853093    0.000853093
       0.387525    0.000884778    0.000884778
       0.402626    0.000924432    0.000924432
       0.417727      0.0010018      0.0010018
       0.432828     0.00108853     0.00108853
       0.447929     0.00116748     0.00116748
        0.46303     0.00125586     0.00125586
       0.478131     0.00134793     0.00134793
       0.493232     0.00144385     0.00144385
       0.508333     0.00147996     0.00147996
       0.523434     0.00146534     0.00146534
       0.538535     0.00145085     0.00145085
       0.553636      0.0014365      0.0014365
       0.568737     0.00142227     0.00142227
       0.583838     0.00140818     0.00140818
       0.598939     0.00139422     0.00139422
        0.61404      0.0014054      0.0014054
       0.629141     0.00141853     0.00141853
       0.644242     0.00143171     0.00143171
       0.659343     0.00144493     0.00144493
       0.674444     0.00145821     0.00145821
       0.689545     0.00147154     0.00147154
       0.704646     0.00148479     0.00148479
       0.719747     0.00149795     0.00149795
       0.734848     0.00151137     0.00151137
       0.749949     0.00152505     0.00152505
       0.765051     0.00153901     0.00153901
       0.780152     0.00155324     0.00155324
       0.795253     0.00156774     0.00156774
       0.810354     0.00158143     0.00158143
       0.825455     0.00159483     0.00159483
       0.840556     0.00160844     0.00160844
       0.855657     0.00162227     0.00162227
       0.870758     0.00163649     0.00163649
       0.885859      0.0016508      0.0016508
        0.90096     0.00166133     0.00166133
       0.916061     0.00161302     0.00161302
       0.931162     0.00156571     0.00156571
       0.946263     0.00151939     0.00151939
       0.961364     0.00147404     0.00147404
       0.976465     0.00142966     0.00142966
       0.991566     0.00138621     0.00138621
        1.00667     0.00137174     0.00137174
        1.02177     0.00139327     0.00139327
        1.03687      0.0014152      0.0014152
        1.05197     0.00143752     0.00143752
        1.06707     0.00146029     0.00146029
        1.08217     0.00148349     0.00148349
        1.09727     0.00150715     0.00150715
        1.11237     0.00152001     0.00152001
        1.12747     0.00153107     0.00153107
        1.14258     0.00154287     0.00154287
        1.15768     0.00155541     0.00155541
        1.17278     0.00156872     0.00156872
        1.18788     0.00158278     0.00158278
        1.20298     0.00159303     0.00159303
        1.21808     0.00158568     0.00158568
        1.23318     0.00157959     0.00157959
        1.24828     0.00157479     0.00157479
        1.26338     0.00157127     0.00157127
        1.27848       0.001569       0.001569
        1.29359     0.00156833     0.00156833
        1.30869     0.00158903     0.00158903
        1.32379     0.00162363     0.00162363
        1.33889     0.00165935     0.00165935
        1.35399     0.00169499     0.00169499
        1.36909     0.00173146     0.00173146
        1.38419     0.00176835     0.00176835
        1.39929     0.00180566     0.00180566
        1.41439     0.00179183     0.00179183
        1.42949     0.00178041     0.00178041
         1.4446     0.00177382     0.00177382
         1.4597      0.0017718      0.0017718
         1.4748      0.0017742      0.0017742
         1.4899     0.00178112     0.00178112
          1.505     0.00178807     0.00178807
