EDPIM data for EDP13 - 7th floor acc in g
   15   40     (41g12.7)
   0.100       0.138       0.108       0.188       0.185       0.115       9.570E-02   0.201       0.131       0.157       0.119       0.181       0.114       0.147       0.113       0.124       0.124       0.200       0.140       0.110       0.163       0.155       0.145       0.118       0.150       0.182       0.182       0.105       0.171       0.150       0.260       0.183       0.156       0.121       0.128       0.159       0.204       0.180       0.134       0.144       0.171    
   0.200       0.204       0.215       0.282       0.286       0.203       0.191       0.354       0.230       0.205       0.228       0.251       0.228       0.204       0.170       0.162       0.162       0.233       0.189       0.211       0.200       0.194       0.237       0.183       0.342       0.288       0.288       0.205       0.256       0.254       0.324       0.319       0.232       0.242       0.247       0.317       0.423       0.406       0.215       0.246       0.227    
   0.300       0.329       0.248       0.350       0.535       0.229       0.287       0.523       0.335       0.280       0.339       0.356       0.342       0.325       0.171       0.497       0.497       0.467       0.350       0.329       0.240       0.461       0.281       0.218       0.463       0.479       0.479       0.307       0.296       0.382       0.519       0.400       0.323       0.360       0.351       0.458       0.585       0.556       0.695       0.243       0.408    
   0.400        0.00       0.322       0.384       0.860       0.319       0.383       0.711       0.378       0.393        0.00        0.00       0.483       0.315       0.179       0.484       0.484       0.459       0.395       0.451       0.195       0.908       0.371        0.00       0.638       0.544       0.544       0.376       0.447       0.525       0.604       0.481       0.477       0.460       0.492       0.498       0.736       0.428       0.472       0.540       0.984    
   0.500        0.00       0.553       0.461       0.625       0.408       0.598       0.851       0.426       0.656        0.00        0.00       0.602       0.474       0.263        1.39        1.39       0.898       0.537       0.559       0.369       0.463       0.459        0.00       0.553       0.678       0.678       0.306       0.577       0.525       0.730       0.596       0.411       0.444       0.669       0.586       0.920       0.471       0.443       0.398       0.708    
   0.600        0.00       0.661       0.512       0.725       0.577       0.672       0.948       0.779        1.05        0.00        0.00       0.650       0.729       0.213       0.826       0.826        0.00        0.00        0.00       0.438       0.884       0.518        0.00       0.518       0.792       0.792       0.370       0.836        0.00       0.862       0.664       0.600       0.408       0.619       0.527       0.801        0.00       0.913       0.535        0.00    
   0.700        0.00       0.545       0.529       0.773        0.00       0.515        0.00        1.10       0.402        0.00        0.00       0.646       0.535       0.377       0.819        0.00        0.00        0.00        0.00        0.00        0.00       0.570        0.00       0.593       0.995       0.995       0.404       0.511        0.00        1.05       0.671       0.492       0.506        0.00       0.701        0.00        0.00       0.372       0.450        0.00    
   0.800        0.00       0.847       0.670       0.885        0.00       0.619        0.00       0.410       0.598        0.00        0.00       0.690        0.00       0.523       0.521        0.00        0.00        0.00        0.00        0.00        0.00       0.698        0.00        0.00        1.22        1.22       0.906       0.543        0.00       0.702       0.580        0.00       0.497        0.00       0.654        0.00        0.00       0.532       0.432        0.00    
   0.900        0.00       0.486        0.00       0.891        0.00       0.690        0.00       0.402        0.00        0.00        0.00        0.00        0.00       0.987        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.629        0.00        0.00       0.510       0.510       0.421       0.629        0.00       0.660       0.614        0.00       0.516        0.00       0.735        0.00        0.00       0.373       0.455        0.00    
    1.00        0.00       0.694        0.00        0.00        0.00       0.695        0.00       0.451        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.725        0.00        0.00       0.481       0.481       0.438       0.704        0.00       0.838       0.590        0.00       0.545        0.00       0.785        0.00        0.00       0.382       0.655        0.00    
    1.10        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.619        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.776        0.00        0.00        0.00        0.00       0.554        0.00        0.00        0.00       0.511        0.00       0.521        0.00       0.808        0.00        0.00       0.539       0.467        0.00    
    1.20        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.571        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.881        0.00        0.00        0.00        0.00       0.516        0.00        0.00        0.00        0.00        0.00       0.604        0.00       0.791        0.00        0.00        0.00       0.506        0.00    
    1.30        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.734        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.857        0.00        0.00        0.00        0.00       0.559        0.00        0.00        0.00        0.00        0.00       0.546        0.00       0.789        0.00        0.00        0.00       0.549        0.00    
    1.40        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.686        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.729        0.00        0.00        0.00        0.00       0.599        0.00        0.00        0.00        0.00        0.00       0.672        0.00       0.816        0.00        0.00        0.00       0.577        0.00    
    1.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.772        0.00        0.00        0.00        0.00       0.641        0.00        0.00        0.00        0.00        0.00       0.706        0.00        0.00        0.00        0.00        0.00       0.656        0.00    


 
