EDPIM data for EDP19 - 10th floor acc in g
   15   40     (41g12.7)
   0.100       0.155       0.131       0.197       0.171       0.107       9.546E-02   0.166       0.137       0.173       0.102       0.155       0.137       0.156       0.140       0.150       0.150       0.195       0.194       0.132       0.175       0.160       0.148       0.108       0.159       0.209       0.209       0.124       0.192       0.139       0.153       0.150       0.209       0.140       0.165       0.128       0.186       0.194       0.170       0.138       0.196    
   0.200       0.202       0.207       0.356       0.239       0.184       0.188       0.270       0.210       0.227       0.198       0.241       0.224       0.195       0.196       0.221       0.221       0.232       0.268       0.240       0.197       0.225       0.274       0.199       0.308       0.261       0.261       0.213       0.206       0.267       0.285       0.291       0.243       0.193       0.350       0.208       0.326       0.353       0.299       0.196       0.229    
   0.300       0.248       0.234       0.399       0.287       0.210       0.218       0.347       0.290       0.276       0.440       0.420       0.305       0.226       0.184       0.438       0.438       0.360       0.269       0.425       0.218       0.388       0.282       0.192       0.344       0.710       0.710       0.267       0.256       0.317       0.353       0.414       0.271       0.234       0.257       0.272       0.470       0.668       0.372       0.236       0.445    
   0.400        0.00       0.214       0.386       0.560       0.277       0.327       0.569       0.318       0.352        0.00        0.00       0.351       0.358       0.225       0.447       0.447       0.526       0.389       0.318       0.238       0.719       0.272        0.00       0.334       0.452       0.452       0.301       0.280       0.435       0.311       0.453       0.370       0.290       0.381       0.448       0.544       0.349       0.251       0.320       0.641    
   0.500        0.00       0.686       0.402       0.560       0.591       0.495       0.468       0.374       0.351        0.00        0.00       0.360       0.290       0.399       0.863       0.863       0.461       0.704       0.261       0.544       0.304       0.363        0.00       0.365       0.406       0.406       0.303       0.318       0.557       0.366       0.460       0.388       0.321       0.767       0.360       0.514       0.545       0.448       0.288       0.841    
   0.600        0.00       0.351       0.357       0.435       0.364       0.468       0.631       0.558       0.642        0.00        0.00       0.335       0.684       0.185       0.322       0.322        0.00        0.00        0.00       0.493       0.685       0.456        0.00       0.548       0.355       0.355       0.320       0.549        0.00       0.714       0.397       0.376       0.294       0.466       0.381       0.561        0.00       0.557       0.605        0.00    
   0.700        0.00       0.359       0.693       0.606        0.00       0.433        0.00       0.884       0.639        0.00        0.00       0.323       0.334       0.568       0.534        0.00        0.00        0.00        0.00        0.00        0.00       0.399        0.00       0.465       0.473       0.473       0.344       0.432        0.00       0.664       0.388       0.355       0.499        0.00       0.469        0.00        0.00       0.238       0.329        0.00    
   0.800        0.00       0.531       0.938       0.611        0.00       0.433        0.00       0.368       0.260        0.00        0.00       0.405        0.00       0.531       0.429        0.00        0.00        0.00        0.00        0.00        0.00       0.479        0.00        0.00       0.692       0.692       0.379       0.697        0.00       0.485       0.337        0.00       0.401        0.00       0.375        0.00        0.00       0.302       0.277        0.00    
   0.900        0.00       0.395        0.00       0.765        0.00       0.649        0.00       0.312        0.00        0.00        0.00        0.00        0.00       0.704        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.613        0.00        0.00       0.651       0.651       0.369       0.394        0.00       0.404       0.340        0.00       0.440        0.00       0.356        0.00        0.00       0.461       0.502        0.00    
    1.00        0.00       0.498        0.00        0.00        0.00       0.455        0.00       0.400        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.782        0.00        0.00       0.402       0.402       0.370       0.665        0.00       0.338       0.487        0.00       0.498        0.00       0.312        0.00        0.00       0.341       0.536        0.00    
    1.10        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.422        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.481        0.00        0.00        0.00        0.00       0.368        0.00        0.00        0.00       0.718        0.00       0.453        0.00       0.488        0.00        0.00       0.424       0.574        0.00    
    1.20        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.562        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.767        0.00        0.00        0.00        0.00       0.405        0.00        0.00        0.00        0.00        0.00       0.423        0.00       0.435        0.00        0.00        0.00       0.367        0.00    
    1.30        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.543        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.535        0.00        0.00        0.00        0.00       0.435        0.00        0.00        0.00        0.00        0.00       0.437        0.00       0.653        0.00        0.00        0.00       0.405        0.00    
    1.40        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.712        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.456        0.00        0.00        0.00        0.00       0.582        0.00        0.00        0.00        0.00        0.00       0.556        0.00       0.454        0.00        0.00        0.00       0.434        0.00    
    1.50        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       0.417        0.00        0.00        0.00        0.00       0.496        0.00        0.00        0.00        0.00        0.00       0.315        0.00        0.00        0.00        0.00        0.00       0.759        0.00    
