EDPIM data for EDP20 - 10th floor-roof drift in radians
   15   40     (41g12.7)
   0.100       6.944E-04   6.083E-04   8.611E-04   7.944E-04   5.278E-04   4.444E-04   8.000E-04   6.278E-04   8.500E-04   5.056E-04   7.833E-04   6.333E-04   7.944E-04   6.333E-04   6.778E-04   6.778E-04   9.222E-04   9.250E-04   5.583E-04   9.167E-04   7.556E-04   7.028E-04   5.222E-04   8.306E-04   8.944E-04   8.944E-04   5.861E-04   9.222E-04   7.111E-04   8.875E-04   6.917E-04   8.111E-04   6.333E-04   8.806E-04   5.694E-04   8.389E-04   9.694E-04   7.917E-04   6.667E-04   9.222E-04
   0.200       8.806E-04   9.639E-04   1.481E-03   1.111E-03   9.278E-04   8.889E-04   1.269E-03   9.806E-04   1.081E-03   8.806E-04   1.064E-03   1.250E-03   1.069E-03   9.194E-04   9.333E-04   9.333E-04   1.114E-03   1.372E-03   1.031E-03   8.861E-04   9.278E-04   1.167E-03   1.000E-03   1.517E-03   1.611E-03   1.611E-03   1.089E-03   9.806E-04   1.056E-03   1.547E-03   1.031E-03   1.139E-03   9.278E-04   1.583E-03   1.078E-03   1.319E-03   1.247E-03   9.833E-04   9.694E-04   9.778E-04
   0.300       1.027E-03   1.058E-03   1.736E-03   1.250E-03   1.094E-03   1.024E-03   1.925E-03   1.397E-03   1.244E-03   1.167E-03   1.111E-03   1.594E-03   1.089E-03   9.083E-04   1.056E-03   1.056E-03   1.328E-03   1.750E-03   1.203E-03   1.083E-03   9.194E-04   1.397E-03   8.333E-04   2.861E-03   2.333E-03   2.333E-03   1.311E-03   1.194E-03   1.581E-03   2.611E-03   1.386E-03   1.592E-03   1.167E-03   1.222E-03   1.594E-03   1.758E-03   1.306E-03   1.250E-03   1.144E-03   1.333E-03
   0.400        0.00       1.250E-03   1.481E-03   1.333E-03   1.100E-03   1.365E-03   2.642E-03   1.517E-03   1.250E-03    0.00        0.00       2.000E-03   1.000E-03   9.944E-04   1.250E-03   1.250E-03   1.528E-03   3.333E-03   1.414E-03   9.722E-04   1.028E-03   1.575E-03    0.00       6.594E-03   1.889E-03   1.889E-03   1.714E-03   2.278E-03   1.936E-03   2.444E-03   2.114E-03   1.500E-03   1.425E-03   1.958E-03   1.950E-03   2.139E-03   1.611E-03   1.083E-03   1.264E-03   1.111E-03
   0.500        0.00       1.217E-03   1.778E-03   1.449E-03   1.639E-03   1.631E-03   3.139E-03   1.694E-03   9.861E-04    0.00        0.00       1.758E-03   1.444E-03   1.153E-03   1.389E-03   1.389E-03   1.778E-03   3.894E-03   1.306E-03   1.222E-03   1.083E-03   1.842E-03    0.00       1.083E-02   2.083E-03   2.083E-03   1.750E-03   2.750E-03   1.925E-03   1.808E-03   3.942E-03   1.875E-03   1.686E-03   1.694E-03   3.022E-03   2.889E-03   1.178E-03   1.169E-03   1.233E-03   1.139E-03
   0.600        0.00       1.361E-03   1.742E-03   1.731E-03   1.331E-03   1.893E-03   3.389E-03   1.972E-03   1.111E-03    0.00        0.00       2.444E-03   1.031E-03   8.889E-04   1.222E-03   1.222E-03    0.00        0.00        0.00       1.333E-03   1.194E-03   2.333E-03    0.00       2.917E-03   2.528E-03   2.528E-03   1.528E-03   1.778E-03    0.00       2.092E-03   3.897E-03   2.056E-03   2.000E-03   2.286E-03   6.250E-03   3.583E-03    0.00       1.219E-03   1.353E-03    0.00    
   0.700        0.00       1.542E-03   1.364E-03   1.981E-03    0.00       2.095E-03    0.00       1.544E-03   1.111E-03    0.00        0.00       1.761E-02   1.158E-03   1.111E-03   1.389E-03    0.00        0.00        0.00        0.00        0.00        0.00       2.858E-03    0.00       2.481E-03   1.611E-03   1.611E-03   1.522E-03   2.833E-03    0.00       2.389E-03   3.382E-03   1.639E-03   1.972E-03    0.00       1.717E-02    0.00        0.00       1.278E-03   1.583E-03    0.00    
   0.800        0.00       1.664E-03   1.467E-03   2.275E-03    0.00       2.090E-03    0.00       1.672E-03   1.222E-03    0.00        0.00       6.722E-03    0.00       8.389E-04   1.500E-03    0.00        0.00        0.00        0.00        0.00        0.00       3.278E-03    0.00        0.00       2.306E-03   2.306E-03   1.722E-03   4.611E-03    0.00       2.544E-03   2.250E-03    0.00       2.056E-03    0.00       1.914E-02    0.00        0.00       1.286E-03   1.528E-03    0.00    
   0.900        0.00       1.744E-03    0.00       2.694E-03    0.00       1.989E-03    0.00       1.825E-03    0.00        0.00        0.00        0.00        0.00       1.306E-03    0.00        0.00        0.00        0.00        0.00        0.00        0.00       4.694E-03    0.00        0.00       2.111E-03   2.111E-03   1.944E-03   2.389E-03    0.00       2.694E-03   1.944E-03    0.00       2.139E-03    0.00       2.117E-02    0.00        0.00       1.361E-03   1.750E-03    0.00    
    1.00        0.00       1.617E-03    0.00        0.00        0.00       2.167E-03    0.00       1.886E-03    0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00        0.00       4.139E-03    0.00        0.00       2.389E-03   2.389E-03   2.472E-03   2.575E-03    0.00       2.139E-03   1.917E-03    0.00       2.139E-03    0.00       1.839E-02    0.00        0.00       1.456E-03   1.806E-03    0.00    
